"order_id","order_date","product_id","subtotal","discount","total","payment","purchase_status","discount_abs","is_confirmed","delivery_id","delivery_service","freight_price","delivery_forecast","delivery_date","delivery_status","delivery_lead_time","delivery_delay","estimated_lead_time","is_late","freight_share","is_cancelled","cancellation_by_payment","category","subcategory","product_price"
547,2025-02-21 03:31:40.000,P0012,2847.00,0.0312,2781.07,Boleto,Cancelado,88.826400,0,D00547,Standard,22.90,2025-04-21 07:14:06.000,2025-04-23 07:14:06.000,Entregue,61,2,59,1,0.00823424077783011575,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
549,2025-04-18 15:40:54.000,P0012,71.60,0.1138,86.35,Boleto,Cancelado,8.148080,0,D00549,Standard,22.90,2025-04-18 02:45:19.000,2025-04-20 02:45:19.000,Entregue,2,2,0,1,0.26519976838448176028,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
550,2025-03-24 21:03:24.000,P0012,53.90,0.0484,94.19,Credito,Em Analise,2.608760,0,D00550,Same-Day,42.90,2025-05-12 03:27:04.000,2025-05-13 03:27:04.000,Entregue,50,1,49,1,0.45546236330820681601,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
551,2025-04-18 00:06:28.000,P0012,497.97,0.0366,522.64,Boleto,Processando,18.225702,0,D00551,Same-Day,42.90,2025-04-27 23:44:09.000,2025-04-30 23:44:09.000,Atrasado,12,3,9,1,0.08208326955456911067,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
552,2025-05-01 17:13:05.000,P0012,699.60,0.1107,645.05,Debito,Processando,77.445720,0,D00552,Standard,22.90,2025-04-30 22:49:07.000,2025-04-30 22:49:07.000,Trânsito,0,0,0,0,0.03550112394388031936,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
553,2025-05-09 13:52:31.000,P0012,389.58,0.1104,369.47,Boleto,Confirmado,43.009632,1,D00553,Standard,22.90,2025-04-21 20:32:42.000,2025-04-23 20:32:42.000,A Caminho,0,2,0,1,0.06198067502097599264,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
554,2025-03-10 19:56:05.000,P0012,428.99,0.0415,444.18,Debito,Cancelado,17.803085,0,D00554,Scheduled,32.99,2025-05-09 11:54:26.000,2025-05-11 11:54:26.000,Trânsito,62,2,60,1,0.07427169165653563871,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
555,2025-02-26 20:45:27.000,P0012,53.90,0.1309,69.74,Boleto,Em Analise,7.055510,0,D00555,Standard,22.90,2025-05-10 14:40:27.000,2025-05-12 14:40:27.000,Entregue,75,2,73,1,0.32836248924577000287,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
556,2025-04-02 15:39:52.000,P0012,6506.28,0.1032,5867.82,Debito,Cancelado,671.448096,0,D00556,Scheduled,32.99,2025-05-02 12:13:39.000,2025-05-05 12:13:39.000,Atrasado,33,3,30,1,0.00562219018306628356,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
558,2025-04-07 07:54:59.000,P0012,331.98,0.0641,353.60,Credito,Processando,21.279918,0,D00558,Same-Day,42.90,2025-04-28 09:37:01.000,2025-04-29 09:37:01.000,Atrasado,22,1,21,1,0.12132352941176470588,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
559,2025-04-06 09:16:16.000,P0012,174.90,0.1090,178.74,Debito,Confirmado,19.064100,1,D00559,Standard,22.90,2025-04-14 11:38:24.000,2025-04-18 11:38:24.000,Entregue,12,4,8,1,0.12811905561150274141,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
560,2025-02-25 13:22:57.000,P0012,161.70,0.0317,189.56,Debito,Em Analise,5.125890,0,D00560,Scheduled,32.99,2025-05-01 05:00:46.000,2025-05-04 05:00:46.000,A Caminho,68,3,65,1,0.17403460645705845115,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
561,2025-03-30 04:43:35.000,P0012,2158.00,0.0703,2029.19,Boleto,Em Analise,151.707400,0,D00561,Standard,22.90,2025-05-10 02:38:11.000,2025-05-12 02:38:11.000,Entregue,43,2,41,1,0.01128529117529654690,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
563,2025-04-17 01:08:25.000,P0012,499.64,0.0809,492.21,Boleto,Processando,40.420876,0,D00563,Scheduled,32.99,2025-05-07 16:31:05.000,2025-05-07 16:31:05.000,A Caminho,20,0,20,0,0.06702423762215314601,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
564,2025-05-14 00:30:25.000,P0012,331.98,0.0912,334.69,PIX,Processando,30.276576,0,D00564,Scheduled,32.99,2025-04-27 19:31:22.000,2025-04-29 19:31:22.000,Atrasado,0,2,0,1,0.09856882488272729989,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
565,2025-04-08 06:02:19.000,P0012,663.96,0.0819,642.57,Debito,Cancelado,54.378324,0,D00565,Scheduled,32.99,2025-05-01 10:03:46.000,2025-05-03 10:03:46.000,Atrasado,25,2,23,1,0.05134070996156060818,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
566,2025-04-30 04:07:56.000,P0012,17.90,0.0299,60.26,PIX,Confirmado,0.535210,1,D00566,Same-Day,42.90,2025-05-02 07:11:20.000,2025-05-04 07:11:20.000,Atrasado,4,2,2,1,0.71191503484898771988,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
567,2025-03-13 15:40:06.000,P0012,2144.00,0.0615,2045.13,Boleto,Processando,131.856000,0,D00567,Scheduled,32.99,2025-05-12 13:52:25.000,2025-05-13 13:52:25.000,Atrasado,61,1,60,1,0.01613100389706277841,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
568,2025-03-24 19:18:25.000,P0012,2144.00,0.0798,2015.81,Boleto,Processando,171.091200,0,D00568,Same-Day,42.90,2025-04-22 07:31:15.000,2025-04-25 07:31:15.000,A Caminho,32,3,29,1,0.02128176762690928212,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
569,2025-03-09 04:12:41.000,P0012,899.00,0.1170,836.72,Debito,Confirmado,105.183000,1,D00569,Same-Day,42.90,2025-05-08 19:03:46.000,2025-05-13 19:03:46.000,Entregue,65,5,60,1,0.05127163208719762884,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
570,2025-03-16 08:24:39.000,P0012,8226.39,0.0981,7442.28,Boleto,Cancelado,807.008859,0,D00570,Standard,22.90,2025-05-01 12:41:04.000,2025-05-02 12:41:04.000,A Caminho,47,1,46,1,0.00307701403333387080,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
571,2025-02-27 23:33:07.000,P0012,519.44,0.0640,509.10,PIX,Confirmado,33.244160,1,D00571,Standard,22.90,2025-05-01 01:00:27.000,2025-05-02 01:00:27.000,A Caminho,64,1,63,1,0.04498133961893537615,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
572,2025-04-10 22:53:37.000,P0012,899.00,0.1462,790.47,Boleto,Processando,131.433800,0,D00572,Standard,22.90,2025-04-30 02:57:06.000,2025-05-03 02:57:06.000,Atrasado,23,3,20,1,0.02897010639239945855,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
573,2025-03-31 15:31:25.000,P0012,124.91,0.0162,145.79,Credito,Cancelado,2.023542,0,D00573,Standard,22.90,2025-04-27 02:39:50.000,2025-05-02 02:39:50.000,Entregue,32,5,27,1,0.15707524521572124288,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
574,2025-04-21 12:38:54.000,P0012,499.64,0.0310,517.14,PIX,Cancelado,15.488840,0,D00574,Scheduled,32.99,2025-05-16 03:33:41.000,2025-05-16 03:33:41.000,Entregue,25,0,25,0,0.06379317012801175697,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
575,2025-02-17 17:05:50.000,P0012,35.80,0.0512,56.87,PIX,Confirmado,1.832960,1,D00575,Standard,22.90,2025-04-26 10:47:35.000,2025-04-29 10:47:35.000,Atrasado,71,3,68,1,0.40267276244065412344,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
576,2025-03-30 10:41:49.000,P0012,6506.28,0.0343,6326.01,PIX,Cancelado,223.165404,0,D00576,Same-Day,42.90,2025-04-18 09:49:17.000,2025-04-22 09:49:17.000,Entregue,23,4,19,1,0.00678152579588081587,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
577,2025-03-30 04:35:37.000,P0012,949.00,0.0938,892.97,PIX,Processando,89.016200,0,D00577,Scheduled,32.99,2025-05-09 05:18:40.000,2025-05-12 05:18:40.000,Trânsito,43,3,40,1,0.03694413026193489143,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
578,2025-04-22 14:10:59.000,P0012,1626.57,0.0059,1659.87,Debito,Processando,9.596763,0,D00578,Same-Day,42.90,2025-05-05 19:08:45.000,2025-05-06 19:08:45.000,Trânsito,14,1,13,1,0.02584539753113195612,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
579,2025-05-03 17:55:49.000,P0012,99.80,0.0266,130.14,Boleto,Cancelado,2.654680,0,D00579,Scheduled,32.99,2025-04-30 20:14:04.000,2025-04-30 20:14:04.000,A Caminho,0,0,0,0,0.25349623482403565391,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
580,2025-03-19 14:55:38.000,P0012,161.70,0.0440,187.58,PIX,Cancelado,7.114800,0,D00580,Scheduled,32.99,2025-04-19 07:50:56.000,2025-04-20 07:50:56.000,A Caminho,32,1,31,1,0.17587162810534172087,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
581,2025-05-02 22:28:11.000,P0012,1072.00,0.1025,1005.02,Boleto,Cancelado,109.880000,0,D00581,Same-Day,42.90,2025-04-25 03:28:17.000,2025-04-29 03:28:17.000,Atrasado,0,4,0,1,0.04268571769716025552,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
583,2025-04-14 04:32:58.000,P0012,4288.00,0.1198,3817.20,Boleto,Confirmado,513.702400,1,D00583,Same-Day,42.90,2025-05-08 13:31:52.000,2025-05-08 13:31:52.000,A Caminho,24,0,24,0,0.01123860421251178875,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
584,2025-05-08 09:33:54.000,P0012,1286.97,0.0273,1284.83,PIX,Cancelado,35.134281,0,D00584,Scheduled,32.99,2025-05-12 07:33:16.000,2025-05-12 07:33:16.000,A Caminho,4,0,4,0,0.02567654864845932925,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
585,2025-04-11 03:30:46.000,P0012,331.98,0.0848,336.82,Debito,Cancelado,28.151904,0,D00585,Scheduled,32.99,2025-04-19 00:38:49.000,2025-04-24 00:38:49.000,Trânsito,13,5,8,1,0.09794549017279258951,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
586,2025-03-21 07:01:16.000,P0012,1626.57,0.0045,1652.24,Debito,Confirmado,7.319565,1,D00586,Scheduled,32.99,2025-04-27 17:53:47.000,2025-04-27 17:53:47.000,Atrasado,37,0,37,0,0.01996683290563114318,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
587,2025-03-29 19:43:47.000,P0012,8226.39,0.0466,7885.94,PIX,Processando,383.349774,0,D00587,Same-Day,42.90,2025-04-20 17:32:38.000,2025-04-25 17:32:38.000,Trânsito,27,5,22,1,0.00544006167939395938,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
588,2025-04-02 02:51:37.000,P0012,174.90,0.1209,186.74,Boleto,Cancelado,21.145410,0,D00588,Scheduled,32.99,2025-05-10 16:07:02.000,2025-05-12 16:07:02.000,Trânsito,40,2,38,1,0.17666273963799935740,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
589,2025-02-24 15:05:24.000,P0012,1626.57,0.0685,1548.14,PIX,Processando,111.420045,0,D00589,Scheduled,32.99,2025-05-07 09:23:28.000,2025-05-08 09:23:28.000,Trânsito,73,1,72,1,0.02130944229850013565,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
590,2025-04-14 15:18:13.000,P0012,1715.96,0.0225,1700.25,PIX,Confirmado,38.609100,1,D00590,Standard,22.90,2025-05-05 21:27:26.000,2025-05-08 21:27:26.000,Entregue,24,3,21,1,0.01346860755771210116,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
591,2025-04-09 15:15:16.000,P0012,103.60,0.0658,129.77,Debito,Processando,6.816880,0,D00591,Scheduled,32.99,2025-04-20 00:05:27.000,2025-04-25 00:05:27.000,Atrasado,16,5,11,1,0.25421900285119827387,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
592,2025-02-20 08:07:42.000,P0012,174.90,0.0297,212.61,Boleto,Cancelado,5.194530,0,D00592,Same-Day,42.90,2025-05-12 07:29:26.000,2025-05-17 07:29:26.000,Trânsito,86,5,81,1,0.20177790320304783406,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
593,2025-03-03 18:58:01.000,P0012,2158.00,0.0590,2063.67,PIX,Cancelado,127.322000,0,D00593,Scheduled,32.99,2025-05-11 12:04:23.000,2025-05-11 12:04:23.000,Entregue,69,0,69,0,0.01598608304622347565,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
598,2025-04-21 12:46:27.000,P0012,769.90,0.1264,695.48,Debito,Cancelado,97.315360,0,D00598,Standard,22.90,2025-05-11 09:27:05.000,2025-05-14 09:27:05.000,Atrasado,23,3,20,1,0.03292689940760338184,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
599,2025-04-20 12:45:43.000,P0012,49.90,0.1141,67.11,Debito,Confirmado,5.693590,1,D00599,Standard,22.90,2025-05-13 12:56:43.000,2025-05-14 12:56:43.000,Entregue,24,1,23,1,0.34123081507971986291,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
600,2025-02-27 10:05:22.000,P0012,5484.26,0.0992,4963.12,PIX,Confirmado,544.038592,1,D00600,Standard,22.90,2025-05-07 05:21:40.000,2025-05-07 05:21:40.000,A Caminho,69,0,69,0,0.00461403310820612840,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
601,2025-03-22 20:00:51.000,P0012,17.90,0.0745,39.47,Credito,Confirmado,1.333550,1,D00601,Standard,22.90,2025-04-26 08:49:40.000,2025-04-29 08:49:40.000,Entregue,38,3,35,1,0.58018748416518875095,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
602,2025-05-02 15:19:30.000,P0012,1799.01,0.0003,1831.46,Debito,Cancelado,0.539703,0,D00602,Scheduled,32.99,2025-04-26 07:09:22.000,2025-05-01 07:09:22.000,A Caminho,0,5,0,1,0.01801295141581033711,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
603,2025-03-27 00:58:17.000,P0012,3596.00,0.0920,3288.07,PIX,Cancelado,330.832000,0,D00603,Standard,22.90,2025-05-02 05:52:56.000,2025-05-04 05:52:56.000,Entregue,38,2,36,1,0.00696457192213061157,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
604,2025-03-03 14:15:52.000,P0012,1799.01,0.0534,1735.93,Debito,Confirmado,96.067134,1,D00604,Scheduled,32.99,2025-04-28 20:25:51.000,2025-05-03 20:25:51.000,Atrasado,61,5,56,1,0.01900422252049333787,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
605,2025-02-16 17:55:35.000,P0012,8226.39,0.0177,8123.68,PIX,Em Analise,145.607103,0,D00605,Same-Day,42.90,2025-04-22 12:06:48.000,2025-04-26 12:06:48.000,A Caminho,69,4,65,1,0.00528085793630472889,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
606,2025-04-15 06:26:26.000,P0012,6099.98,0.0667,5726.10,Debito,Em Analise,406.868666,0,D00606,Scheduled,32.99,2025-04-19 06:05:14.000,2025-04-24 06:05:14.000,Trânsito,9,5,4,1,0.00576133843279020625,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
607,2025-02-23 02:32:31.000,P0012,174.90,0.1103,188.60,Boleto,Processando,19.291470,0,D00607,Scheduled,32.99,2025-04-28 01:04:03.000,2025-05-02 01:04:03.000,A Caminho,68,4,64,1,0.17492046659597030753,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
608,2025-04-15 21:31:45.000,P0012,1798.00,0.1443,1571.54,Credito,Em Analise,259.451400,0,D00608,Scheduled,32.99,2025-04-29 21:19:07.000,2025-05-02 21:19:07.000,Entregue,17,3,14,1,0.02099214782951754330,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
609,2025-04-22 16:44:31.000,P0012,35.80,0.0561,66.78,PIX,Processando,2.008380,0,D00609,Scheduled,32.99,2025-04-22 21:08:27.000,2025-04-24 21:08:27.000,Entregue,2,2,0,1,0.49401018268942797245,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
610,2025-03-24 18:08:21.000,P0012,769.90,0.0814,730.13,Credito,Cancelado,62.669860,0,D00610,Standard,22.90,2025-05-07 01:28:29.000,2025-05-10 01:28:29.000,Atrasado,47,3,44,1,0.03136427759440099708,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
611,2025-04-02 17:41:59.000,P0012,857.98,0.1277,791.32,Boleto,Confirmado,109.564046,1,D00611,Same-Day,42.90,2025-05-14 01:00:36.000,2025-05-15 01:00:36.000,Entregue,43,1,42,1,0.05421321336501036243,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
612,2025-03-05 17:39:58.000,P0012,374.73,0.0501,398.86,Debito,Cancelado,18.773973,0,D00612,Same-Day,42.90,2025-04-22 18:23:13.000,2025-04-25 18:23:13.000,Trânsito,51,3,48,1,0.10755653612796469939,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
613,2025-03-26 06:49:51.000,P0012,949.00,0.0213,951.69,Credito,Cancelado,20.213700,0,D00613,Standard,22.90,2025-04-16 06:53:23.000,2025-04-20 06:53:23.000,Atrasado,25,4,21,1,0.02406245731278042220,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
614,2025-02-16 20:33:10.000,P0012,3596.00,0.0423,3476.88,PIX,Em Analise,152.110800,0,D00614,Scheduled,32.99,2025-04-25 11:45:27.000,2025-04-30 11:45:27.000,A Caminho,73,5,68,1,0.00948839189158095764,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
615,2025-05-06 20:01:54.000,P0012,349.80,0.1349,345.51,Debito,Confirmado,47.188020,1,D00615,Same-Day,42.90,2025-04-17 17:05:21.000,2025-04-22 17:05:21.000,A Caminho,0,5,0,1,0.12416427889207258835,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
616,2025-04-18 01:45:38.000,P0012,129.86,0.0239,159.75,PIX,Processando,3.103654,0,D00616,Scheduled,32.99,2025-04-28 15:32:35.000,2025-05-02 15:32:35.000,Trânsito,14,4,10,1,0.20651017214397496088,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
617,2025-04-05 18:26:16.000,P0012,3958.20,0.0494,3795.65,PIX,Cancelado,195.535080,0,D00617,Scheduled,32.99,2025-04-26 23:30:33.000,2025-04-29 23:30:33.000,Entregue,24,3,21,1,0.00869152846021103105,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
618,2025-03-25 05:37:14.000,P0012,4316.00,0.0697,4038.07,PIX,Confirmado,300.825200,1,D00618,Standard,22.90,2025-04-24 00:24:08.000,2025-04-27 00:24:08.000,Atrasado,33,3,30,1,0.00567102600995029804,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
619,2025-04-28 11:28:52.000,P0012,1079.00,0.1271,964.76,Debito,Cancelado,137.140900,0,D00619,Standard,22.90,2025-04-18 09:48:39.000,2025-04-19 09:48:39.000,Atrasado,0,1,0,1,0.02373647331978937767,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
620,2025-05-12 06:38:29.000,P0012,389.58,0.1407,357.67,Boleto,Em Analise,54.813906,0,D00620,Standard,22.90,2025-05-11 19:00:51.000,2025-05-15 19:00:51.000,Entregue,3,4,0,1,0.06402549836441412475,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
621,2025-02-26 05:27:11.000,P0012,1072.00,0.0639,1036.49,Credito,Confirmado,68.500800,1,D00621,Scheduled,32.99,2025-04-23 12:37:10.000,2025-04-27 12:37:10.000,Trânsito,60,4,56,1,0.03182857528775000241,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
623,2025-04-27 22:34:53.000,P0012,663.96,0.0242,690.79,PIX,Processando,16.067832,0,D00623,Same-Day,42.90,2025-05-16 08:48:00.000,2025-05-16 08:48:00.000,Entregue,19,0,19,0,0.06210280982643060843,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
624,2025-03-04 20:07:27.000,P0012,51.80,0.0235,83.57,Debito,Confirmado,1.217300,1,D00624,Scheduled,32.99,2025-04-28 15:51:59.000,2025-04-28 15:51:59.000,Entregue,55,0,55,0,0.39475888476726097882,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
625,2025-02-25 15:37:05.000,P0012,7916.40,0.1424,6832.00,Credito,Em Analise,1127.295360,0,D00625,Same-Day,42.90,2025-04-20 08:31:30.000,2025-04-25 08:31:30.000,Atrasado,59,5,54,1,0.00627927400468384075,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
626,2025-04-07 06:31:45.000,P0012,259.72,0.0765,272.84,Debito,Cancelado,19.868580,0,D00626,Scheduled,32.99,2025-04-25 10:43:53.000,2025-04-27 10:43:53.000,Trânsito,20,2,18,1,0.12091335581293065533,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
627,2025-03-30 20:14:04.000,P0012,3216.00,0.0279,3169.17,Credito,Cancelado,89.726400,0,D00627,Same-Day,42.90,2025-04-22 10:09:27.000,2025-04-22 10:09:27.000,Trânsito,23,0,23,0,0.01353666732930073174,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
630,2025-05-04 05:49:34.000,P0012,199.60,0.1240,197.75,Boleto,Processando,24.750400,0,D00630,Standard,22.90,2025-04-19 02:26:46.000,2025-04-19 02:26:46.000,Entregue,0,0,0,0,0.11580278128950695322,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
631,2025-05-02 17:51:23.000,P0012,3253.14,0.1296,2874.43,Debito,Confirmado,421.606944,1,D00631,Same-Day,42.90,2025-05-13 04:56:08.000,2025-05-15 04:56:08.000,Atrasado,13,2,11,1,0.01492469811406087468,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
633,2025-05-16 16:48:31.000,P0012,499.64,0.1300,477.59,Credito,Em Analise,64.953200,0,D00633,Same-Day,42.90,2025-04-28 17:10:03.000,2025-05-01 17:10:03.000,Atrasado,0,3,0,1,0.08982600138193848280,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
634,2025-03-11 03:39:48.000,P0012,389.58,0.0765,392.77,Boleto,Processando,29.802870,0,D00634,Scheduled,32.99,2025-04-23 02:37:44.000,2025-04-24 02:37:44.000,A Caminho,44,1,43,1,0.08399317666827914556,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
635,2025-03-03 05:56:43.000,P0012,2742.13,0.0911,2515.22,Debito,Confirmado,249.808043,1,D00635,Standard,22.90,2025-05-15 21:57:16.000,2025-05-15 21:57:16.000,Atrasado,73,0,73,0,0.00910457136950246897,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
636,2025-02-28 16:28:39.000,P0012,499.64,0.1138,485.68,Boleto,Confirmado,56.859032,1,D00636,Same-Day,42.90,2025-04-24 20:23:57.000,2025-04-24 20:23:57.000,Entregue,55,0,55,0,0.08832976445396145610,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
637,2025-02-17 17:24:36.000,P0012,1715.96,0.0638,1649.38,PIX,Processando,109.478248,0,D00637,Same-Day,42.90,2025-05-16 22:49:29.000,2025-05-16 22:49:29.000,Trânsito,88,0,88,0,0.02600977336938728492,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
638,2025-04-11 21:34:28.000,P0012,1796.00,0.0110,1809.23,Credito,Em Analise,19.756000,0,D00638,Scheduled,32.99,2025-04-17 21:05:58.000,2025-04-17 21:05:58.000,Trânsito,6,0,6,0,0.01823427646015155619,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
640,2025-05-07 19:51:16.000,P0012,3253.14,0.0936,2981.64,PIX,Confirmado,304.493904,1,D00640,Scheduled,32.99,2025-04-16 05:28:52.000,2025-04-21 05:28:52.000,Entregue,0,5,0,1,0.01106438067640627306,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
641,2025-03-10 21:55:40.000,P0012,699.60,0.0288,722.35,Boleto,Cancelado,20.148480,0,D00641,Same-Day,42.90,2025-05-09 00:57:09.000,2025-05-14 00:57:09.000,Entregue,65,5,60,1,0.05938949262822731363,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
642,2025-04-11 20:05:13.000,P0012,165.99,0.0223,195.28,Debito,Cancelado,3.701577,0,D00642,Scheduled,32.99,2025-05-08 19:12:59.000,2025-05-12 19:12:59.000,Atrasado,31,4,27,1,0.16893691110200737403,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
643,2025-05-13 02:20:29.000,P0012,8226.39,0.0440,7907.33,Boleto,Em Analise,361.961160,0,D00643,Same-Day,42.90,2025-04-26 13:05:01.000,2025-05-01 13:05:01.000,Entregue,0,5,0,1,0.00542534584998981957,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
644,2025-02-21 03:54:31.000,P0012,949.00,0.0048,977.43,Debito,Confirmado,4.555200,1,D00644,Scheduled,32.99,2025-05-03 23:07:51.000,2025-05-03 23:07:51.000,A Caminho,71,0,71,0,0.03375177762090379874,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
645,2025-03-13 18:19:13.000,P0012,103.60,0.1115,114.95,Debito,Confirmado,11.551400,1,D00645,Standard,22.90,2025-05-11 22:52:45.000,2025-05-11 22:52:45.000,A Caminho,59,0,59,0,0.19921705089169204002,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
646,2025-04-25 03:52:19.000,P0012,99.80,0.0388,118.83,Boleto,Processando,3.872240,0,D00646,Standard,22.90,2025-05-09 05:07:56.000,2025-05-09 05:07:56.000,A Caminho,14,0,14,0,0.19271227804426491627,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
647,2025-03-27 11:50:14.000,P0012,428.99,0.0186,443.91,Boleto,Cancelado,7.979214,0,D00647,Standard,22.90,2025-05-01 11:36:16.000,2025-05-02 11:36:16.000,Entregue,36,1,35,1,0.05158703340767272645,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
648,2025-03-04 11:29:16.000,P0012,53.90,0.1049,91.15,Credito,Processando,5.654110,0,D00648,Same-Day,42.90,2025-05-02 20:04:56.000,2025-05-03 20:04:56.000,A Caminho,60,1,59,1,0.47065277015907844213,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
649,2025-03-27 10:32:42.000,P0012,374.73,0.1264,360.35,Boleto,Confirmado,47.365872,1,D00649,Scheduled,32.99,2025-04-13 08:05:56.000,2025-04-18 08:05:56.000,A Caminho,22,5,17,1,0.09154988205910919939,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
